Current Value of Stock,Expected Value of Stock,Error in expected value of stock,Percentage of portfolio,Percentage of sector,Sector of stock,Buy/Sell/Keep,Positive,Negative,Neutral,Total,Neutral_Pos,Neutral_Neg
1137.99,1158.19,12.190000000000056,4.777573001921548,15.404422860871554,IT,Buy,47.38834217,6.737320212,3963,45.87433762,47.38834217,22.87993119
1156.59,1166.2,15.690000000000056,3.2069443463626204,8.76407691967553,IT,Buy,40.625,6.332236842,3648,53.04276316,40.625,15.30642228
1170.4,1166.76,12.900000000000093,2.7386500608360604,9.971196488852268,IT,Buy,36.0,5.826086957,3450,58.17391304,36.0,9.669122517
1164.6,1165.795,11.990000000000007,2.9246983805980333,11.221802064575265,IT,Buy,40.32258065,7.917888563,2046,51.75953079,40.32258065,18.17530637
1166.51,1167.065,10.599999999999907,1.2912656993204938,5.6477817073617045,IT,Buy,42.45901639,10.0,610,47.54098361,42.45901639,24.47596499
1170.0,1168.985,15.480000000000018,3.755764369857765,5.627874835772037,IT,Buy,40.4494382,2.247191011,89,57.30337079,40.4494382,6.960768821
1163.71,1179.085,13.420000000000073,0.9077908976845304,11.436353852771688,IT,Buy,40.52111411,9.164420485,1113,50.31446541,40.52111411,20.86690368
1179.03,1188.975,13.86999999999989,3.83692026121059,5.203995961127573,IT,Buy,44.00826446,8.987603306,968,47.00413223,44.00826446,24.00041968
1187.37,1188.265,13.829999999999927,2.465205547232445,16.599115532239296,IT,Buy,37.2651357,7.306889353,958,55.42797495,37.2651357,13.895863
1189.15,1184.06,15.0,1.1764673041627849,17.99694548014301,IT,Buy,43.71316306,8.251473477,1018,48.03536346,43.71316306,22.23305862
1190.5,1175.33,11.529999999999973,1.894823761328007,13.016138734569852,IT,Buy,44.80746791,4.667444574,857,50.52508751,44.80746791,16.15930566
1175.9,1170.2199999999998,6.789999999999964,4.89431618087496,15.532173363463524,IT,Buy,42.85714286,1.428571429,70,55.71428571,42.85714286,7.731234319
1172.08,1172.56,17.769999999999982,4.3863123435645,5.629953426226824,IT,Keep,35.11530398,11.32075472,954,53.5639413,35.11530398,19.77376202
1168.36,1181.085,11.680000000000064,2.326930962375755,11.561075797848892,IT,Buy,44.63028169,5.105633803,1136,50.26408451,44.63028169,16.85849789
1179.91,1187.55,5.7199999999998,2.532833781855225,5.3822100783504885,IT,Buy,43.92624729,5.965292842,922,50.10845987,43.92624729,17.87378157
1189.0,1175.91,16.5,2.765230307710053,9.986235677366572,IT,Buy,35.53875236,15.78449905,1058,48.67674858,35.53875236,29.12469907
1182.35,1180.505,19.49000000000001,4.946835373846089,11.481640836413884,IT,Buy,39.04109589,13.78424658,1168,47.17465753,39.04109589,28.62653765
1172.0,1196.25,17.190000000000055,4.214455673604874,10.409726729831796,IT,Buy,34.09090909,11.62587413,1144,54.28321678,34.09090909,19.35960595
1188.3,1207.295,11.209999999999807,3.876218711573344,14.9200903259614,IT,Buy,33.3012512,8.277189605,1039,58.42155919,33.3012512,11.87257902
1205.0,1223.325,19.1400000000001,4.014090330810578,9.070683121874712,IT,Buy,35.17635844,9.342230696,1049,55.48141087,35.17635844,15.87776843
1217.51,1241.435,21.049999999999955,1.2559556530532665,17.10160651281337,IT,Keep,52.54403131,6.653620352,1022,40.80234834,52.54403131,27.86822061
1236.0,1254.8000000000002,17.569999999999936,3.5637205768202462,7.820990233083791,IT,Buy,43.75523889,6.370494552,1193,49.87426655,43.75523889,18.5131766
1256.9,1249.74,17.09999999999991,4.9748069229946905,9.56192185034828,IT,Buy,42.33278956,4.730831974,1226,52.93637847,42.33278956,13.8114021
1245.15,1268.21,20.309999999999945,2.647560309655072,11.25772740339236,IT,Buy,37.72775991,9.860664523,933,52.41157556,37.72775991,19.46603756
1259.74,1289.295,32.36999999999989,3.894301028105342,16.68486020300771,IT,Buy,41.53577661,5.846422339,1146,52.61780105,41.53577661,15.24556989
1273.39,1313.9299999999998,47.6400000000001,4.338891614747519,15.168471889535937,IT,Buy,40.64777328,7.449392713,1235,51.90283401,40.64777328,17.5635073
1323.0,1303.62,33.11999999999989,4.633790533501409,12.556053350369634,IT,Buy,36.76333022,8.606173994,1069,54.63049579,36.76333022,15.9926268
1312.24,1293.635,20.579999999999927,3.291382057929477,6.848940770268793,IT,Buy,46.68094218,7.708779443,934,45.61027837,46.68094218,24.11544967
1293.95,1303.29,20.00999999999999,4.580956868354707,12.006474341651304,IT,Buy,42.6152948,10.39112668,1713,46.99357852,42.6152948,25.41449676
1312.0,1312.24,30.789999999999964,1.2841763994556388,11.478543109642938,IT,Sell,32.84671533,8.102189781,1370,59.05109489,32.84671533,11.06804349
1297.17,1350.315,27.560000000000173,0.775651986169162,7.946481914419049,IT,Buy,37.79803647,7.082748948,1426,55.11921459,37.79803647,13.98048296
1338.09,1366.165,50.16000000000008,3.017603374040013,6.267637015969186,IT,Buy,37.04,10.08,1250,52.88,37.04,19.2169486
1374.82,1372.975,20.720000000000027,3.5051240125106142,15.91048842049967,IT,Buy,32.70868825,9.199318569,1174,58.09199319,32.70868825,13.12427398
1368.0,1397.03,21.61999999999989,1.000420640473188,5.772746130796655,IT,Buy,16.4960182,3.905953735,2637,79.59802806,34.07709766,3.905953735
1392.01,1413.43,30.950000000000045,3.680537054110991,13.810615765897584,IT,Buy,10.30356747,3.168623975,4513,86.52780855,34.81442742,3.168623975
1409.18,1420.495,47.25,4.927110043391149,14.083857567978043,IT,Buy,35.37214444,8.474576271,1357,56.15327929,35.37214444,14.33824558
1403.17,1451.475,22.539999999999964,2.271413700416474,14.817996565963943,IT,Buy,36.61248931,11.33447391,2338,52.05303678,36.61248931,21.29838573
1451.3,1417.5,74.74000000000001,3.845169731426604,18.92264147438045,IT,Buy,32.62135922,7.912621359,2060,59.46601942,32.62135922,10.46355054
1445.0,1454.1950000000002,84.0,4.233689190094481,11.878466464237746,IT,Buy,36.01127555,12.79069767,2838,51.19802678,36.01127555,23.60961949
1477.39,1399.62,138.26,4.136868168380831,11.90267566927292,IT,Sell,38.94823336,10.7641742,2434,50.28759244,38.94823336,22.49353036
1402.62,1402.15,92.20000000000005,4.173366270408678,14.200366286180635,IT,Buy,36.95797198,12.6084056,1499,50.43362241,36.95797198,24.19173179
1361.46,1432.89,45.83999999999992,4.126997488387733,5.433950097368089,IT,Buy,39.39114391,8.763837638,1084,51.84501845,39.39114391,18.93576779
1449.0,1390.0700000000002,83.80999999999995,3.363443589435336,16.960960165794727,IT,Buy,38.06818182,9.185606061,1056,52.74621212,38.06818182,18.45634254
1429.67,1356.24,117.56999999999994,4.859261220501673,17.451870031494952,IT,Buy,48.22373394,9.750566893,1323,42.02569917,48.22373394,29.74181632
1373.49,1375.45,49.79999999999996,2.282396372239271,14.061901079692234,IT,Buy,38.74471937,8.811104406,1657,52.44417622,38.74471937,18.38387679
1364.67,1400.22,36.190000000000055,3.142274342160001,6.274192685824702,IT,Buy,40.472879,11.89151599,1438,47.63560501,40.472879,26.27285958
1385.93,1428.65,48.700000000000045,4.371967957797029,5.0635829038938445,IT,Buy,40.25423729,7.627118644,1416,52.11864407,40.25423729,17.52542317
1406.25,1464.325,32.100000000000136,4.072191322850343,15.55724750847383,IT,Buy,38.92068684,8.99427637,1223,52.08503679,38.92068684,18.92618818
1466.89,1453.03,19.24000000000001,1.4498877394247658,18.293937558612026,IT,Buy,43.03482587,10.61359867,1206,46.35157546,43.03482587,26.27897181
1457.37,1457.42,42.27999999999997,1.432593897378707,8.986183697402517,IT,Buy,35.70658037,12.29773463,927,51.99568501,35.70658037,22.31899822
1446.49,1483.96,24.569999999999936,0.843127541506358,18.88521823805763,IT,Buy,37.79193206,10.40339703,1413,51.80467091,37.79193206,20.61567472
1485.0,1490.06,26.779999999999973,2.330948295074553,16.482583759659875,IT,Buy,39.94029851,8.597014925,1675,51.46268657,39.94029851,19.15127696
1495.36,1497.67,13.5,1.6738105080692796,15.703537384649604,IT,Buy,41.75217048,9.471191792,1267,48.77663773,41.75217048,22.71150266
1495.34,1515.575,15.839999999999918,1.3423402967814535,6.614960355577697,IT,Buy,40.37433155,9.803921569,1122,49.82174688,40.37433155,21.99912329
1509.2,1518.24,19.569999999999936,4.656247838707305,15.31922970105585,IT,Buy,37.60330579,9.917355372,1210,52.47933884,37.60330579,19.45496513
1524.5,1515.98,16.700000000000045,1.1449730666828133,18.447529558408668,IT,Buy,39.92094862,10.67193676,1265,49.40711462,39.92094862,23.28177074
1519.51,1503.525,53.49000000000001,4.058061094595912,15.509170560577047,IT,Buy,40.53133515,10.626703,1468,48.84196185,40.53133515,23.80168975
1513.6,1484.675,46.03999999999997,4.874652191636439,9.207050937754692,IT,Buy,36.69491525,14.83050847,1180,48.47457627,36.69491525,28.3728808
1469.1,1508.925,44.38000000000011,3.236827709187025,18.320583686790197,IT,Buy,37.31942215,10.11235955,1246,52.5682183,37.31942215,19.56108985
1494.24,1535.42,14.13000000000011,0.813738019780728,7.882730931908993,IT,Buy,38.27418232,7.79401531,1437,53.93180237,38.27418232,15.87916154
1533.2,1535.76,23.3900000000001,1.8557233049330384,10.360956711930935,IT,Buy,45.23460411,6.818181818,1364,47.94721408,45.23460411,20.88791634
1526.52,1550.9299999999998,9.63000000000011,2.283876452265629,10.6018638669551,IT,Buy,38.16725979,9.786476868,1124,52.04626335,38.16725979,19.75716212
154.26,154.245,1.1800000000000068,4.767951689032581,13.976924162773903,IT,Buy,23.96030246,7.325141777,2116,68.71455577,41.83668863,7.325141777
154.01,153.54039999999998,1.4000000000000057,3.2841775205322445,5.261122200817606,IT,Buy,37.55458515,7.336244541,1145,55.10917031,41.82558586,7.336244541
153.63,154.785,1.3899999999999864,3.001754934827865,5.679791116912017,IT,Buy,41.13883557,11.83621241,1563,47.02495202,41.13883557,15.64943
154.18,155.135,0.9300000000000068,2.9224070377619995,11.303219095653604,IT,Buy,39.03884134,5.924950625,1519,55.03620803,43.23687976,5.924950625
154.97,155.825,1.244999999999976,2.485420644059748,13.205698011105673,IT,Buy,49.42648592,7.40354536,959,43.16996872,49.42648592,15.07174625
155.81,155.97750000000002,2.9000000000000057,3.0849918246705403,9.030245903165168,IT,Buy,33.55102041,7.673469388,1225,58.7755102,41.48836101,7.673469388
156.055,156.26,1.2299999999999898,3.946756741259174,11.554338015164562,IT,Buy,36.69432036,7.913209955,1567,55.39246969,41.24862044,7.913209955
155.97,156.175,1.640100000000018,4.096097415038333,10.91896094278158,IT,Buy,37.94604003,10.53089643,1149,51.52306353,38.63093395,10.53089643
156.35,156.86,0.8700000000000045,0.8215843991595521,7.108017787830215,IT,Buy,46.09306409,6.409130817,1139,47.49780509,46.09306409,9.749495332
156.73,158.89,2.3499999999999943,3.586849520970224,18.120952098128228,IT,Buy,41.08251996,7.098491571,1127,51.81898846,42.06333881,7.098491571
157.9,160.125,1.6400000000000148,1.365086224951772,9.75403241113477,IT,Buy,34.48275862,6.494252874,1740,59.02298851,42.66757752,6.494252874
159.78,160.08999999999995,1.1100000000000136,1.169430337668212,7.951862340071866,IT,Buy,41.27594158,8.301306687,1301,50.42275173,41.27594158,8.716724562
160.42,156.365,2.0600000000000023,4.951943402235808,18.76004408413702,IT,Buy,42.29217111,7.667473769,1239,50.04035513,42.29217111,8.465288244
156.75,156.385,1.789999999999992,1.314404118153318,14.404844735141666,IT,Buy,35.36697248,21.33027523,2180,43.30275229,35.36697248,28.86569255
156.61,156.52999999999997,2.1899999999999977,0.9010133980677884,16.785073256008438,IT,Buy,40.23715415,9.644268775,1265,50.11857708,40.23715415,10.3638613
156.89,156.695,1.2199999999999989,3.9866575593265,8.986716746481852,IT,Buy,38.69426752,10.11146497,1256,51.19426752,39.05036543,10.11146497
156.29,156.6575,2.280000000000001,4.516659536468128,16.41896536294505,IT,Buy,47.01030928,8.109965636,1455,44.87972509,47.01030928,14.06841015
156.91,157.32,1.0494999999999948,3.6776263213966423,7.85486665808597,IT,Buy,34.50244698,10.03262643,1226,55.46492659,39.12920396,10.03262643
157.23,161.17000000000002,4.900000000000006,2.045908004190045,10.155773220064413,IT,Buy,37.55868545,7.699530516,1065,54.74178404,41.46229988,7.699530516
159.29,165.305,4.349999999999994,1.8673335611660045,7.476027276379564,IT,Buy,36.2654321,9.465020576,1944,54.26954733,39.69680982,9.465020576
163.89,168.47,2.7099000000000046,2.7939277237721885,19.544583045708723,IT,Buy,39.21015515,9.543958627,2127,51.24588622,39.61787177,9.543958627
167.9,168.38,4.329999999999984,3.5826713471943723,6.686067308613943,IT,Buy,36.70505759,8.512769154,1997,54.78217326,40.64906125,8.512769154
169.87,167.875,3.219999999999999,3.865625367346487,18.60683444960253,IT,Buy,38.35365854,14.93902439,1640,46.70731707,38.35365854,19.06987693
167.64,173.25,3.1399999999999864,0.6824061839129552,19.655480413403502,IT,Buy,36.75691583,10.56503826,3398,52.67804591,38.59679213,10.56503826
174.0,173.3075,3.2700000000000102,2.4389490853118523,8.42739413116951,IT,Buy,43.0575855,8.389359836,3421,48.55305466,43.0575855,10.67447478
172.365,174.36,1.6500000000000057,2.823339935955972,6.397145881147991,IT,Buy,38.00116212,10.40092969,1721,51.59790819,38.7609007,10.40092969
173.91,175.495,2.9550000000000125,4.005629031402286,13.779463763616818,IT,Buy,37.75296581,8.164689463,1433,54.08234473,40.99714094,8.164689463
175.11,174.89,1.1099999999999852,4.293522286946995,11.3641051569189,IT,Buy,39.74871502,7.995431182,1751,52.2558538,41.16639921,7.995431182
175.11,173.735,1.0999999999999943,3.746838737994312,11.66561626425373,IT,Keep,44.75138122,11.69429098,1086,43.55432781,44.75138122,18.97813278
173.5,172.19,2.299999999999983,2.432805700708164,6.195822617056749,IT,Buy,48.92787524,7.407407407,1026,43.66471735,48.92787524,14.58085966
173.04,169.525,1.939700000000016,1.3316351730622755,14.335664202913968,IT,Buy,37.40795287,8.24742268,1358,54.34462445,40.91440771,8.24742268
169.97,171.14,1.5699999999999932,1.4457974363586077,8.397772035842891,IT,Buy,43.19407008,12.93800539,1484,43.86792453,43.19407008,19.90825047
171.18,170.595,1.75,4.4730643988536265,16.359790674118624,IT,Buy,33.17174515,9.418282548,1444,57.4099723,39.74354784,9.418282548
171.04,170.135,1.0,4.461535475678331,17.040324588628447,IT,Buy,43.62486828,8.32455216,949,48.05057956,43.62486828,11.11214221
170.29,171.95999999999998,2.9199999999999875,0.7813878800108537,14.048865091805888,IT,Sell,41.61490683,6.832298137,161,51.55279503,42.32953226,6.832298137
170.78,174.16000000000005,1.9499999999999889,1.6439578242583766,8.996388017374509,IT,Buy,42.92893037,10.91170136,1393,46.15936827,42.92893037,15.5905027
173.36,175.035,0.8540999999999883,1.809535951370268,16.151029648772663,IT,Buy,34.93031359,7.055749129,1148,58.01393728,42.10608126,7.055749129
175.1,174.57,1.740000000000009,2.6883860212354773,15.5987777502939,IT,Buy,49.24078091,10.95444685,922,39.80477223,49.24078091,21.98784423
175.05,173.685,3.009999999999991,2.0159035918123096,14.36092244745286,IT,Buy,45.47085202,7.35426009,1115,47.17488789,45.47085202,11.01754181
174.3,171.055,5.759999999999991,3.8822732343315662,17.648317800246318,IT,Buy,44.02092676,14.12556054,1338,41.85351271,44.02092676,23.11021744
172.63,171.14,3.6999999999999886,0.9471454742236064,6.378305038461134,IT,Buy,48.70357393,9.740714786,1427,41.55571128,48.70357393,19.02317311
170.43,170.5,3.1699999999999875,4.522436216989624,17.56502479017675,IT,Keep,48.70357393,9.740714786,1427,41.55571128,48.70357393,19.02317311
169.95,171.14,2.990000000000009,1.6791546641658337,8.605127111760709,IT,Buy,43.66729679,19.28166352,529,37.0510397,43.66729679,33.06879342
172.48,169.35,3.1200000000000045,1.3502038581725373,15.71750779883718,IT,Buy,43.94557823,12.24489796,1470,43.80952381,43.94557823,19.27354376
169.06,168.255,3.7446999999999946,1.6053584793597246,9.978534426771729,IT,Buy,44.17055296,11.72551632,1501,44.10393071,44.17055296,18.45975522
167.5,169.241,1.5300000000000011,4.944627389955249,15.955108619756349,IT,Buy,47.11347047,14.86396815,1507,38.02256138,47.11347047,27.67957638
169.03,169.93,2.180000000000007,2.138112680390198,16.637503710138837,IT,Buy,53.16846986,6.56877898,1294,40.26275116,53.16846986,17.14419743
170.49,170.935,4.099999999999994,0.6730086098234405,8.70314755441272,IT,Keep,47.00260643,9.470026064,1151,43.52736751,47.00260643,16.78082816
169.2,171.925,0.9289999999999736,2.378841162033972,5.524142814462008,IT,Buy,41.8910046,10.1116218,1523,47.9973736,41.8910046,12.95241781
172.15,172.385,1.539999999999992,4.178402030909325,9.456985124614386,IT,Buy,51.54483798,6.782215524,1327,41.6729465,51.54483798,15.94743863
172.5,172.31,1.4799999999999898,3.087801875513003,17.35170968743219,IT,Buy,44.31680774,6.952841596,1654,48.73035067,44.31680774,9.060660531
172.4,173.75,1.7099999999999795,3.5386773118400296,15.294879763654809,IT,Buy,41.97431782,9.711075441,1246,48.31460674,41.97431782,12.23463831
173.63,175.64999999999998,2.339999999999975,2.836615903993591,12.99677757899779,IT,Buy,50.71488646,6.22371741,1189,43.06139613,50.71488646,14.00049089
174.88,174.785,1.299999999999983,3.863028985479134,15.980482903625836,IT,Buy,47.04545455,10.60606061,1320,42.34848485,47.04545455,19.09574537
175.03,174.61,2.1699999999999875,1.2388645976905854,19.25913313391797,IT,Buy,44.41227562,14.07064273,1727,41.51708164,44.41227562,23.3917307
174.87,174.58999999999995,1.920000000000016,3.1297026727985493,8.612523003071646,IT,Buy,45.5907781,6.397694524,1735,48.01152738,45.5907781,9.224336749
174.17,174.845,0.9240000000000066,2.9011858377441566,9.707384901374668,IT,Buy,55.16129032,10.38709677,1550,34.4516129,55.16129032,26.77365348
174.68,170.685,1.7909999999999968,0.697181025083418,8.100946597937805,IT,Buy,51.29682997,9.510086455,1041,39.19308357,51.29682997,21.15517249
170.8,170.35,1.0699999999999932,1.7620526950928534,18.326841547240868,IT,Buy,37.97533402,19.47584789,1946,42.54881809,37.97533402,27.76519941
170.1,171.04000000000002,1.3700000000000043,2.6843207254723414,10.085654373028756,IT,Buy,46.88644689,12.16117216,1365,40.95238095,46.88644689,22.04696082
171.0,169.875,1.3700000000000043,2.1134608866185127,14.263704633680744,IT,Buy,51.73134328,9.930248756,400,36.31840796,51.73134328,24.4500104
170.52,171.20999999999998,3.0400000000000205,2.9068732668322608,19.35762989927997,IT,Buy,53.73134328,9.950248756,402,36.31840796,53.73134328,24.4700104
170.16,172.38,2.5900000000000034,2.4109124105175592,16.65687051844726,IT,Buy,40.36697248,16.64482307,1526,42.98820446,40.36697248,24.49478822
172.53,172.785,1.3899999999999864,1.4784522207070814,8.520783351077014,IT,Buy,42.4691358,9.794238683,1215,47.73662551,42.4691358,12.89578278
172.54,174.22,2.319999999999993,2.277363506931286,7.79931075265174,IT,Buy,38.56115108,13.38129496,1390,48.05755396,38.56115108,16.16191061
173.44,174.35,1.6800000000000068,1.7076684413616092,12.621491693632116,IT,Buy,48.41208366,9.295120062,1291,42.29279628,48.41208366,17.84049339
174.35,174.44,1.6500000000000057,3.912415782515656,12.921861872300283,IT,Buy,45.12110727,10.7266436,1445,44.15224913,45.12110727,17.41256408
174.55,173.725,1.3000000000000114,3.948624275847069,8.098054821716975,IT,Buy,45.97315436,9.395973154,1192,44.63087248,45.97315436,15.60327028
173.16,174.935,0.998599999999982,0.6169452111600602,19.098009480337467,IT,Buy,41.39414802,11.61790017,1162,46.98795181,41.39414802,15.46811797
174.59,176.635,1.710000000000008,1.4864016965897,13.249360918080464,IT,Buy,43.79844961,8.624031008,1032,47.57751938,43.79844961,11.88468123
176.18,177.04500000000002,3.25,4.872277107073145,8.321798554000107,IT,Buy,45.66724437,9.185441941,1154,45.14731369,45.66724437,14.87629786
177.9,177.625,4.180000000000007,3.8489291917276174,6.483385725208965,IT,Buy,41.99830652,8.213378493,1181,49.78831499,41.99830652,9.263233108
176.15,179.315,1.8499999999999943,2.651897278019105,6.416197247642247,IT,Buy,45.15863206,10.01236094,2427,44.829007,45.15863206,16.02152355
179.37,178.53500000000005,2.170000000000016,0.81425707267133,19.08382068790462,IT,Buy,45.16829533,9.717698154,1842,45.11400651,45.16829533,15.44186125
178.61,177.15,1.1784000000000106,2.7918800980305947,12.813357199600162,IT,Buy,45.07283633,8.22622108,1167,46.70094259,45.07283633,12.3634481
177.3,177.17000000000002,2.6200000000000045,4.957023699157093,7.496072771930473,IT,Buy,42.17836257,13.08479532,1368,44.73684211,42.17836257,19.18612282
177.3,175.735,4.100000000000023,4.8954016620534855,12.556996936146955,IT,Sell,46.61067786,10.19796041,1667,43.19136173,46.61067786,17.84476829
177.25,172.8075,4.419999999999988,3.5462120556825907,13.58495036086094,IT,Buy,43.62416107,13.57769747,1937,42.79814146,43.62416107,21.61772562
174.505,171.755,1.9399999999999975,1.7066374056597071,13.590185797299922,IT,Buy,45.67510549,13.60759494,1896,40.71729958,45.67510549,23.72846497
172.0,169.06,3.0900000000000034,3.103997691830201,8.340492994792703,IT,Buy,55.0955414,11.94267516,1884,32.96178344,55.0955414,29.81906133
